pes1,pes2,pes3,pes4,pes5,pes6,pes7,pes8,pes9,dom1,dom2,dom3,dom4,dom5,dom6,dom7,dom8,prest1,prest2,prest3,prest4,prest5,prest6,prest7,prest8,prest9,benign1,malicious1,benign2,benign3,malicious2,malicious3,benign4,malicious4,benign5,malicious5,socialdesir1,socialdesir2,socialdesir3,socialdesir4,socialdesir5,socialdesir6,socialdesir7,socialdesir8,socialdesir9,socialdesir10,socialdesir11,socialdesir12,socialdesir13,race,age,genderr,id
1,1,1,3,6,1,3,3,1,2,1,1,5,7,1,6,1,6,2,3,3,6,7,7,6,4,5,4,5,3,1,2,6,3,5,4,2,1,1,1,2,2,1,2,1,2,1,1,1,White,1,male,256
3,6,4,4,5,5,6,6,2,3,6,6,4,6,4,4,3,6,4,6,2,6,6,6,5,3,5,3,6,6,4,3,5,3,6,2,2,1,1,1,1,1,1,1,2,2,1,1,2,White,1,male,257
2,4,5,3,3,3,3,3,3,2,2,2,2,2,3,6,1,4,6,6,2,6,6,5,6,6,5,1,5,5,2,2,5,3,5,2,2,2,1,2,1,1,1,1,1,1,1,1,1,Other,3,female,258
3,4,1,4,6,4,2,4,2,4,3,3,3,5,3,2,3,5,7,5,3,5,7,6,6,5,4,2,5,1,1,1,5,1,3,1,2,2,2,1,1,2,1,2,1,2,2,2,1,White,3,male,259
4,5,5,5,4,6,6,6,3,2,2,4,3,5,3,4,2,2,6,4,4,5,5,5,5,6,2,4,1,2,1,2,3,4,3,3,1,1,1,2,2,1,1,1,2,2,1,1,1,White,3,male,260
2,2,2,2,6,4,4,4,2,4,2,2,4,6,2,4,2,2,4,2,2,3,6,6,6,2,2,4,2,2,2,4,2,4,2,5,1,1,1,1,2,1,2,1,2,2,1,1,2,White,3,male,261
2,2,2,2,6,2,2,2,2,1,1,1,1,6,1,7,1,1,5,1,7,1,1,1,1,5,1,1,5,2,1,1,3,3,3,3,2,2,2,2,1,2,1,2,1,1,2,2,1,Other,1,male,262
2,4,4,5,6,4,4,5,2,3,4,3,3,6,3,5,2,4,5,6,2,4,5,5,6,1,6,2,6,6,1,2,5,2,5,3,2,1,2,1,1,2,1,2,1,2,1,1,2,White,1,female,263
1,4,1,1,7,4,1,4,1,1,1,1,1,7,1,7,1,1,7,4,7,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,White,2,female,264
4,2,4,6,7,3,5,5,4,6,4,3,2,6,2,2,1,6,6,7,5,5,7,7,5,4,3,2,6,6,3,2,6,3,6,3,1,1,1,1,2,1,2,1,2,2,1,1,2,White,1,male,265
1,4,2,4,7,4,5,5,4,5,5,5,5,6,5,3,5,5,3,7,2,6,7,6,6,6,4,4,4,4,1,4,4,4,4,4,1,1,1,1,2,1,2,1,2,1,1,1,2,White,3,male,266
3,5,3,5,3,5,3,5,5,2,5,5,5,5,6,6,5,5,5,6,3,5,5,6,6,7,5,2,5,5,2,2,5,5,5,5,2,1,1,1,2,1,2,1,2,2,1,1,1,White,1,male,267
3,3,1,2,6,4,3,4,2,2,5,3,3,6,3,5,2,3,4,5,2,2,6,6,5,2,4,2,4,4,2,2,4,2,4,2,1,1,1,1,1,1,1,1,2,2,1,1,2,White,3,male,268
1,5,1,1,7,5,2,5,1,2,1,1,1,7,1,5,1,1,6,5,3,1,6,5,7,2,4,1,5,5,1,1,5,1,5,1,1,2,1,2,1,2,1,2,1,2,1,2,1,White,1,female,269
1,2,1,1,7,2,2,2,1,2,2,2,3,6,3,6,1,5,7,4,5,5,5,5,6,7,3,2,4,3,1,2,5,2,5,2,1,1,1,1,2,2,2,2,1,2,2,1,2,Other,1,male,270
5,4,4,6,5,5,5,4,5,5,5,5,5,4,5,5,6,4,5,6,6,4,4,4,5,4,4,3,3,4,5,2,3,5,3,3,1,2,1,2,1,1,1,1,1,2,2,1,2,White,1,male,271
4,4,5,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,4,4,4,2,1,2,2,2,1,2,2,2,2,2,1,2,2,White,1,female,272
1,4,1,1,6,3,4,3,1,3,3,3,3,4,4,3,3,3,4,5,4,4,5,5,3,4,4,4,3,3,3,3,3,3,3,3,2,2,2,1,1,2,1,1,1,1,2,1,2,Other,2,male,273
6,3,5,3,3,5,3,3,3,7,5,5,5,5,5,5,5,5,4,6,4,5,5,6,6,6,3,4,2,3,5,5,5,3,5,5,1,1,1,1,2,1,2,1,2,2,1,1,2,White,3,male,274
2,3,2,3,6,4,4,4,3,2,3,2,3,6,3,6,2,4,6,4,3,4,5,5,4,3,4,2,4,4,2,2,4,2,5,2,1,1,1,1,2,1,2,1,2,2,1,1,2,White,3,male,275
6,6,6,6,2,6,6,6,6,2,6,6,2,6,6,6,6,2,6,3,6,2,6,6,6,6,5,2,5,5,2,2,5,2,5,2,2,1,2,1,1,1,1,1,1,2,1,1,2,White,2,female,276
3,3,3,4,7,4,4,3,4,4,2,1,5,6,3,6,3,5,4,5,5,5,4,3,4,3,4,4,5,5,3,3,4,1,4,1,2,2,2,2,1,2,1,2,1,1,2,2,1,White,3,female,277
2,2,2,2,6,2,2,2,2,2,4,2,2,6,3,5,2,3,6,5,6,2,5,5,5,6,5,2,5,5,2,2,5,2,5,2,2,2,2,2,1,2,1,2,1,1,1,2,1,White,1,male,278
1,4,1,5,7,2,5,4,1,4,3,4,4,7,3,3,5,7,3,6,6,7,6,7,6,4,5,4,5,5,1,1,4,3,4,2,1,1,1,1,1,2,1,2,1,2,1,1,2,White,3,male,279
7,7,6,7,1,7,6,7,7,6,7,6,7,1,7,1,3,6,7,7,7,7,7,6,6,7,6,2,6,6,1,1,6,1,6,1,2,2,2,1,1,1,1,2,2,1,1,1,2,White,1,male,280
4,5,4,5,3,4,6,5,5,5,5,6,5,3,5,2,2,6,4,5,3,4,6,5,5,3,4,4,5,2,3,1,5,4,5,3,2,2,1,1,1,1,2,2,1,2,1,2,2,Other,2,male,281
3,3,3,4,1,2,1,5,2,4,4,4,1,4,1,3,1,1,4,4,3,1,1,4,1,4,5,3,3,4,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,White,2,female,282
3,3,3,3,5,4,5,3,2,4,4,2,4,4,1,4,3,4,6,4,6,4,6,5,6,7,4,4,5,4,1,1,4,2,4,2,1,1,1,1,2,1,2,1,1,2,1,1,1,Other,1,male,283
6,6,4,7,5,6,5,5,6,4,4,4,4,4,6,4,5,5,6,6,3,4,6,4,4,6,4,2,5,2,5,2,4,5,5,3,1,1,2,2,1,2,1,1,1,2,2,1,2,Other,1,male,284
7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,2,1,2,2,1,1,1,2,1,2,1,1,1,Other,1,female,285
2,4,2,2,6,3,2,3,2,2,2,2,2,6,2,6,2,3,6,3,6,2,4,4,5,5,4,2,4,4,2,2,3,3,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,White,1,female,286
3,4,4,5,5,4,4,5,2,4,5,5,4,4,4,4,2,3,7,5,6,4,6,2,6,5,2,2,5,4,3,2,4,3,4,2,1,1,2,2,1,1,1,2,1,2,2,2,1,Other,1,male,287
1,5,2,2,7,4,4,4,2,4,1,1,4,7,2,5,1,4,7,6,7,4,6,6,6,6,1,1,5,3,1,1,4,1,4,1,2,2,2,2,1,2,1,2,1,2,1,2,1,White,2,female,288
2,3,1,2,5,6,3,3,2,3,2,2,1,7,2,4,1,3,7,5,7,3,5,5,6,6,4,1,4,4,1,1,4,1,3,1,1,1,1,1,1,1,2,2,1,2,1,1,2,White,2,male,289
4,7,4,6,4,6,7,7,4,1,4,4,4,7,2,7,1,2,7,2,7,2,4,2,4,7,2,6,2,1,2,4,1,1,1,4,1,1,1,1,1,2,1,1,2,1,1,1,1,White,3,female,290
1,1,1,1,7,1,6,1,1,1,1,5,1,4,1,7,1,1,7,5,7,4,4,4,1,7,1,1,2,4,1,1,4,1,4,1,2,1,1,1,1,2,1,2,1,2,1,2,1,White,3,female,291
1,1,1,1,7,1,1,1,1,3,1,3,1,7,1,4,1,2,7,4,5,3,6,5,7,6,5,1,4,3,1,1,4,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,Other,2,male,292
2,5,2,3,6,5,5,6,3,6,2,2,4,6,3,2,3,7,5,7,2,6,7,7,6,3,3,2,4,6,1,1,5,1,5,1,2,2,2,1,1,1,2,2,1,2,2,2,2,White,2,male,293
1,3,3,5,7,3,5,3,2,5,3,3,2,5,2,2,3,6,1,6,1,7,7,6,7,1,6,1,6,5,1,1,6,2,6,1,1,1,1,1,1,1,1,1,1,2,1,1,2,East Asian,1,male,294
2,5,1,2,2,5,5,5,2,3,1,1,1,6,1,6,1,1,7,5,7,2,6,6,6,7,5,1,5,5,1,1,5,2,5,1,2,1,2,2,1,1,1,1,1,2,1,1,2,White,3,female,295
4,5,4,5,4,5,4,5,4,4,4,4,4,6,4,4,3,4,5,4,3,4,6,6,7,5,4,4,5,5,3,2,6,2,5,1,1,2,1,1,1,1,1,2,1,1,1,1,2,East Asian,2,male,296
5,5,2,4,2,6,5,5,2,4,5,3,4,5,3,5,3,5,5,5,5,5,6,7,6,5,5,5,5,4,4,6,4,5,3,5,1,1,1,1,2,1,1,1,1,1,1,1,1,White,2,male,297
4,4,4,5,4,3,3,5,4,5,3,3,5,5,5,4,5,5,4,4,4,4,4,3,4,5,5,4,3,4,4,5,4,3,4,5,1,1,1,1,1,2,1,1,1,2,2,2,2,Other,1,female,298
2,2,2,2,2,2,2,2,2,1,2,3,2,6,2,6,5,5,2,2,7,2,2,5,5,6,6,2,4,4,5,5,5,3,5,2,1,1,1,1,2,1,2,1,2,2,1,1,1,White,1,male,299
5,5,6,6,3,5,6,5,5,5,5,6,5,2,6,3,5,6,3,5,3,5,5,6,7,3,4,3,4,4,4,2,4,2,4,3,2,1,2,2,1,1,1,1,1,2,1,1,2,White,1,male,300
1,7,6,7,3,4,6,6,5,5,5,3,5,5,5,7,2,4,1,5,6,4,5,5,5,3,2,3,3,3,1,2,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,White,3,female,301
4,4,5,5,5,3,5,3,2,2,5,2,3,4,5,5,2,5,4,4,5,5,4,6,5,5,4,4,4,4,1,1,4,3,5,2,1,1,1,1,2,1,2,1,1,2,1,1,2,White,3,female,302
3,5,3,5,6,3,3,5,3,3,4,3,3,5,2,6,1,5,5,5,3,5,5,5,5,3,4,2,4,4,3,2,3,3,3,2,1,2,1,1,2,1,1,2,1,2,1,2,2,White,2,male,303
1,3,1,1,7,1,4,5,1,1,1,1,1,7,1,6,1,5,5,5,3,2,5,2,5,1,5,1,4,4,1,1,3,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,White,3,female,304
1,1,1,1,6,2,2,1,1,1,1,1,1,6,1,6,1,1,6,1,4,1,6,5,6,6,2,4,5,3,1,1,4,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,East Asian,2,male,305
3,4,4,4,5,4,4,4,3,5,3,3,5,6,4,3,3,5,5,6,2,5,6,6,6,2,5,3,5,5,2,2,5,2,6,2,2,1,1,2,1,1,1,1,2,2,1,2,2,White,1,female,306
2,3,1,2,6,2,4,4,2,1,1,1,6,7,1,7,1,6,5,3,5,2,4,4,4,4,1,4,4,4,2,3,3,4,4,2,1,2,1,2,2,2,2,2,2,2,1,2,1,White,1,male,307
1,6,4,2,7,4,2,4,2,3,4,5,3,2,3,4,1,5,6,1,5,4,6,7,6,2,4,5,5,4,2,3,5,3,4,3,1,1,1,1,1,1,2,1,2,2,1,1,2,White,2,male,308
5,5,3,6,6,5,6,5,6,6,6,5,6,6,5,3,6,6,5,4,6,5,5,6,5,6,4,5,4,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,2,2,2,2,White,1,male,309
5,7,6,7,1,6,5,6,6,5,4,5,6,5,5,2,4,4,5,5,3,5,6,6,5,5,4,4,5,5,2,2,4,4,4,4,1,1,2,1,2,2,2,1,1,1,1,1,2,White,3,female,310
4,6,3,6,4,6,6,6,6,4,3,3,4,4,4,4,3,5,5,6,5,6,6,6,5,5,4,3,4,4,3,2,4,2,4,2,1,1,1,1,1,1,2,1,1,1,1,1,2,White,3,female,311
2,5,3,5,7,2,7,6,1,7,3,3,7,7,2,1,6,5,6,5,1,2,7,7,7,6,4,6,4,2,2,2,4,4,5,4,1,1,1,1,2,1,2,1,2,2,1,1,2,Other,3,female,312
1,3,3,4,6,4,3,4,1,4,2,1,3,7,2,5,1,3,6,6,5,5,6,6,7,3,2,3,5,4,2,1,4,4,6,2,1,1,1,2,1,1,2,2,1,2,1,2,2,Other,1,female,313
5,5,6,5,3,5,6,4,4,4,5,4,5,2,4,4,3,4,6,4,5,4,4,5,5,7,3,2,3,3,3,3,3,2,3,2,2,1,2,1,2,1,1,1,2,2,1,1,2,White,3,female,314
1,5,1,4,6,4,5,4,1,1,3,1,2,6,3,6,3,2,6,2,5,2,5,5,5,6,3,4,2,3,1,2,3,2,3,2,1,1,1,2,1,2,1,2,2,2,1,2,2,White,3,female,315
3,4,1,4,7,4,5,5,1,1,2,1,3,7,2,6,1,3,7,4,3,4,5,6,6,5,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,White,1,male,316
1,4,1,2,7,4,5,4,1,3,2,1,2,7,2,5,1,3,7,4,3,5,5,5,5,2,3,5,4,4,2,2,3,4,3,2,1,1,1,1,1,2,1,2,1,2,1,1,2,White,3,female,317
2,3,3,4,6,2,2,3,4,4,3,3,4,5,3,5,1,6,3,5,3,6,6,5,5,2,3,3,4,4,2,4,4,4,4,4,1,1,1,1,2,1,2,1,2,2,1,1,2,White,3,female,318
1,6,1,1,7,6,6,6,1,4,1,2,4,7,1,4,1,5,7,5,5,6,7,6,7,1,2,4,2,3,1,1,3,1,4,1,2,1,1,2,1,1,1,1,2,2,2,1,2,White,3,male,319
1,3,1,1,5,1,3,3,1,3,3,1,3,5,1,5,1,3,5,3,3,3,5,5,6,5,6,3,6,6,1,1,3,1,3,1,2,1,2,1,1,2,1,2,1,2,1,1,2,White,3,female,320
3,5,3,3,5,3,5,5,3,5,3,5,4,3,3,3,5,5,3,6,2,6,5,6,5,2,5,2,5,5,2,2,5,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Other,1,female,321
3,4,3,3,4,4,3,3,2,2,2,1,1,5,3,5,3,2,4,3,4,4,5,5,5,5,3,3,3,3,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,White,3,female,322
2,5,2,5,6,4,5,5,3,2,4,3,3,6,3,5,2,5,6,5,6,6,6,5,6,6,5,2,5,4,2,2,5,2,5,1,2,2,1,1,1,2,1,2,1,2,2,2,2,Other,2,female,323
2,3,4,5,5,3,3,6,3,5,5,3,2,6,5,5,2,6,3,3,5,5,5,5,5,2,5,4,4,4,4,2,5,3,4,2,1,1,1,2,2,2,1,2,2,2,1,1,2,White,2,male,324
1,1,1,1,7,1,1,1,1,4,3,3,5,6,3,4,3,4,6,4,6,3,4,4,6,6,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,White,2,male,325
5,5,4,7,4,6,5,5,4,4,5,5,4,4,4,5,3,5,5,5,4,4,4,2,4,4,4,3,4,5,3,3,5,5,4,4,1,1,1,1,1,1,2,1,2,1,1,2,2,White,3,male,326
4,4,4,4,6,4,4,5,3,5,5,3,5,5,3,5,3,5,6,5,5,4,5,5,5,3,4,4,4,4,2,2,4,2,4,2,2,1,1,1,2,1,2,1,1,2,1,1,2,White,3,male,327
3,5,2,4,5,6,6,5,2,5,3,2,4,6,2,6,1,5,5,6,2,5,6,5,6,3,5,2,4,5,2,2,4,2,5,1,1,2,1,2,1,2,2,2,1,2,2,1,2,White,2,female,328
1,4,1,3,6,2,2,4,2,4,3,2,3,6,2,4,3,5,5,3,4,5,5,5,5,6,2,3,5,4,2,2,4,2,4,2,2,2,1,2,1,2,1,2,1,1,1,2,1,White,2,male,329
3,5,5,5,6,4,4,4,2,4,3,4,3,2,2,3,3,5,5,5,5,5,5,5,5,6,4,4,5,2,2,2,5,4,3,2,1,2,1,2,1,1,1,1,1,2,1,1,2,White,2,female,330
2,2,2,2,6,4,4,4,2,4,2,2,4,7,3,4,5,6,7,5,2,6,6,6,6,6,4,2,6,5,1,2,6,2,5,1,1,1,1,2,1,1,2,2,1,2,2,1,2,White,2,male,331
1,7,1,7,7,7,1,7,1,4,6,7,4,4,4,4,4,4,7,4,5,4,4,4,6,6,1,1,4,1,1,1,4,1,4,1,2,2,2,2,1,1,1,2,1,2,2,1,1,White,3,male,332
3,5,2,5,6,5,4,5,4,2,4,5,4,3,3,7,1,4,7,6,4,6,6,5,5,4,2,1,3,1,1,1,1,3,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,White,3,male,333
3,5,4,4,5,4,5,5,4,3,5,3,5,5,4,5,3,4,5,4,3,4,5,5,4,4,4,3,4,4,2,2,4,3,4,3,1,1,1,1,2,2,2,2,1,2,1,1,1,White,3,male,334
2,4,1,4,5,4,4,4,1,1,1,1,1,6,1,4,1,6,1,4,5,4,6,6,6,4,5,3,4,4,1,3,4,2,3,2,2,2,2,2,1,2,1,2,1,1,2,2,1,Other,1,male,335
3,5,4,4,5,5,5,5,4,3,2,2,4,6,5,4,2,4,6,4,5,4,5,5,5,4,5,1,4,4,2,2,5,2,4,2,2,1,2,1,1,1,1,2,1,2,1,1,2,White,3,female,336
4,4,4,4,4,4,5,5,4,3,3,2,2,6,3,6,2,2,6,3,6,3,3,5,6,6,3,5,3,4,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,East Asian,3,male,337
3,5,3,5,5,6,5,5,3,2,2,3,2,5,3,6,3,3,6,7,2,7,6,6,5,3,5,2,6,1,1,2,6,2,3,2,1,1,2,1,2,2,1,1,2,2,2,1,2,Other,2,female,338
1,4,3,6,7,3,1,1,1,3,1,1,4,6,1,3,1,5,7,7,2,5,7,6,7,5,5,1,5,5,1,1,5,1,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,Other,3,female,339
2,3,2,2,6,2,2,2,2,5,5,5,5,6,2,3,6,5,6,2,6,5,6,5,5,5,5,4,4,4,4,4,4,6,4,5,1,1,1,1,1,1,1,1,2,2,1,1,2,East Asian,1,male,340
2,4,4,3,7,2,4,4,1,1,1,1,2,7,1,7,1,1,7,1,7,2,4,1,2,7,4,1,5,4,1,1,2,1,3,1,2,1,2,1,1,2,1,1,2,2,2,1,2,White,2,male,341
1,5,1,7,7,5,5,5,5,7,7,7,7,3,4,1,4,7,7,7,7,7,7,7,7,7,6,4,6,6,1,1,6,1,6,1,2,2,1,1,1,1,1,1,1,2,1,1,1,White,2,male,342
1,2,1,2,7,2,4,2,1,1,1,1,1,7,1,7,1,4,7,4,4,4,4,4,4,4,6,2,6,6,1,4,6,4,6,5,1,1,1,1,2,1,2,1,2,2,1,1,2,White,2,female,343
2,2,2,2,6,2,2,2,2,2,2,2,2,6,2,2,2,2,6,2,6,2,4,2,6,6,2,2,5,5,2,2,5,2,5,2,2,2,2,2,1,1,1,2,1,2,1,2,1,White,1,female,344
3,3,1,2,5,3,3,3,2,2,2,1,2,6,2,5,1,2,2,4,3,3,5,2,5,2,3,3,3,3,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,White,3,female,345
3,5,3,3,5,4,5,5,3,4,6,5,4,6,4,5,4,5,5,4,3,4,5,5,5,3,4,2,5,4,3,2,4,3,5,2,2,1,1,2,1,1,1,1,2,2,2,1,2,White,3,male,346
3,4,2,4,5,3,3,4,3,3,3,4,4,5,3,4,3,3,5,4,5,3,4,4,4,4,4,3,4,4,3,3,4,3,4,3,1,1,1,1,2,1,2,1,2,2,1,1,2,White,2,male,347
1,5,2,2,6,2,2,5,2,2,1,2,4,6,1,5,1,5,6,6,5,6,5,6,6,5,4,1,5,5,1,1,5,1,5,1,2,2,2,2,2,2,1,2,2,2,2,2,1,White,3,female,348
1,1,1,1,7,2,6,2,1,1,1,1,1,7,1,7,1,6,7,7,7,5,7,7,7,6,6,1,6,6,1,1,6,1,6,1,2,2,2,2,1,2,1,2,1,1,1,2,1,White,1,male,349
3,2,6,3,4,5,5,5,4,2,5,4,6,3,5,5,5,3,4,3,3,5,2,3,5,3,3,5,2,3,5,4,2,3,5,5,1,2,2,1,1,1,2,2,1,2,1,2,2,White,3,male,350
3,5,2,4,6,5,5,5,3,3,3,3,3,6,3,5,1,5,5,5,3,5,5,5,5,2,5,1,5,4,2,2,4,3,5,4,1,1,1,1,1,2,2,2,1,2,1,2,2,Other,2,female,351
4,5,5,6,5,5,6,6,5,6,3,6,5,5,6,6,5,6,5,6,5,5,6,5,5,5,5,2,4,4,4,2,5,4,4,5,2,2,2,1,1,1,2,1,1,1,1,2,1,Other,1,male,352
2,2,2,2,6,2,2,5,2,2,3,3,2,5,2,5,2,4,6,5,5,5,5,5,4,6,4,3,4,4,3,3,4,3,4,3,1,1,1,1,2,1,2,2,2,2,1,1,2,White,3,male,353
4,5,4,4,6,4,6,4,4,3,4,3,4,6,5,5,1,4,5,5,5,4,4,5,3,3,4,3,3,3,4,4,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,1,2,White,1,female,354
3,5,3,3,6,5,5,3,3,2,2,2,2,5,2,6,1,5,3,5,3,2,6,5,2,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,2,2,2,1,1,2,2,1,2,White,1,female,355
4,7,2,6,6,7,5,6,6,4,5,5,5,3,3,3,4,7,4,7,3,7,7,7,4,4,5,2,5,5,3,3,4,3,5,2,1,1,1,1,1,1,1,1,1,2,1,1,2,White,1,male,356
3,4,4,4,5,5,6,5,3,5,3,3,6,5,2,2,2,5,6,5,2,6,6,5,6,2,5,4,5,5,3,3,5,4,5,4,2,1,2,1,1,1,1,1,1,1,1,2,2,White,1,female,357
2,2,2,2,6,3,5,4,2,2,3,3,2,5,2,5,2,6,6,3,3,6,6,6,6,3,5,2,5,5,1,1,5,1,5,1,2,1,1,1,2,1,1,1,2,2,1,1,2,White,2,male,358
2,5,2,5,6,5,4,5,2,3,5,2,2,5,3,3,2,3,6,7,6,5,6,6,6,5,5,2,4,3,3,1,3,3,3,2,1,1,1,1,1,1,2,2,1,2,1,2,2,White,1,male,359
3,3,2,3,5,3,5,3,2,3,5,3,6,2,3,4,3,6,6,5,3,6,6,6,6,5,5,4,5,5,3,3,5,2,5,2,2,2,2,1,2,1,1,2,2,1,2,1,1,Other,1,male,360
2,5,1,6,6,5,4,4,2,2,2,5,6,3,6,6,5,6,6,2,2,6,6,6,5,5,6,2,6,6,2,3,6,4,6,2,1,1,1,1,2,2,2,1,2,2,1,1,2,White,3,male,361
1,7,1,2,7,2,7,7,2,2,3,2,5,7,4,6,1,6,7,4,3,6,5,5,5,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,White,2,male,362
2,4,2,2,5,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,1,1,2,1,2,2,1,1,2,1,1,1,2,East Asian,1,male,363
1,4,1,2,7,3,3,4,2,1,1,1,1,7,1,7,1,4,7,5,6,4,5,5,5,4,4,1,4,4,1,2,5,4,3,1,2,2,2,2,1,2,1,2,1,1,2,1,1,White,3,female,364
1,4,4,1,7,4,4,4,1,4,5,1,5,7,4,4,1,6,7,7,1,6,7,7,6,6,6,1,6,4,1,1,6,1,5,1,2,1,2,2,2,2,1,2,1,2,1,1,2,White,2,female,365
1,2,1,1,7,2,2,4,1,1,4,2,1,7,3,7,2,4,4,5,3,5,5,5,5,4,4,2,4,4,1,1,4,2,4,1,1,1,1,2,2,2,1,1,1,2,1,1,2,White,3,male,366
1,2,5,2,7,1,1,1,1,1,1,1,1,6,1,7,1,4,7,2,4,4,5,5,5,6,1,5,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,White,3,female,367
2,5,2,6,7,5,2,6,1,2,3,2,3,6,2,4,1,3,6,4,6,5,6,6,5,4,4,2,4,3,1,1,5,3,4,1,1,1,1,2,1,2,1,2,1,2,1,1,2,White,2,female,368
2,4,2,4,6,4,3,3,1,1,2,2,3,6,3,6,3,5,7,5,3,3,6,7,5,6,5,2,5,4,1,4,4,2,4,2,1,1,1,1,1,1,1,2,2,2,1,1,2,White,1,male,369
3,6,4,6,3,6,5,7,1,7,7,3,7,5,6,1,1,7,5,6,1,7,7,7,7,3,2,5,5,3,6,4,5,5,6,5,2,1,2,1,1,2,1,1,1,2,1,2,1,White,1,female,370
5,6,5,5,3,5,5,6,5,5,6,5,5,3,5,3,3,6,3,6,3,6,6,6,6,3,5,4,5,5,4,3,4,3,5,3,1,1,1,1,2,1,2,1,2,2,1,1,2,White,2,male,371
5,4,5,5,4,4,5,6,5,5,6,6,6,5,6,6,5,6,6,5,5,5,5,6,5,6,4,4,5,5,5,5,4,5,5,6,2,1,2,2,1,1,1,1,1,1,1,2,1,Other,2,male,372
4,6,4,5,4,6,7,6,6,3,3,2,2,6,2,5,2,5,6,4,3,6,3,5,6,5,4,4,4,4,2,2,4,4,4,4,1,1,1,2,1,2,1,1,1,1,1,1,1,White,2,male,373
1,4,1,4,7,4,1,4,1,4,1,1,4,7,4,4,1,7,7,7,7,7,7,7,7,7,6,1,6,6,1,1,6,1,6,1,2,1,1,1,1,1,1,1,2,2,1,1,2,White,2,male,374
1,7,4,1,7,4,4,7,1,4,4,1,1,7,4,1,4,4,7,4,4,7,7,7,7,7,1,1,6,6,1,1,6,1,6,1,1,1,1,2,1,1,1,2,1,2,1,1,2,White,2,female,375
4,2,2,4,6,4,4,4,4,5,4,5,4,2,6,4,1,4,6,6,2,6,7,6,7,2,4,1,4,2,1,1,4,1,3,3,1,1,1,1,2,1,1,2,2,2,1,1,2,White,3,male,376
1,4,4,4,6,4,4,4,2,4,3,5,4,5,3,4,2,5,3,4,5,4,5,5,7,5,3,3,4,3,2,2,5,2,4,2,1,1,1,1,1,2,1,2,1,2,1,1,2,White,2,male,377
4,4,4,4,6,7,5,7,4,4,5,3,4,5,4,4,2,5,7,4,6,5,4,4,2,6,4,5,4,2,4,4,4,4,4,5,2,1,1,2,2,1,1,2,2,2,1,1,2,White,2,female,378
2,2,3,2,6,2,4,3,2,5,5,5,5,3,5,3,5,3,3,3,3,5,5,3,5,3,4,2,4,4,4,3,4,3,4,3,1,1,1,1,2,1,2,1,1,2,1,1,2,White,1,male,379
1,3,1,6,5,3,2,4,3,5,4,4,4,5,1,1,5,6,6,7,6,7,7,7,7,3,4,3,4,6,3,2,6,3,2,3,1,2,1,2,2,2,1,1,1,1,1,1,2,White,1,male,380
4,5,4,5,4,4,4,5,4,4,1,2,4,4,4,2,1,6,6,6,5,5,6,6,6,4,4,2,5,2,1,1,5,2,5,1,2,2,1,2,2,2,1,2,2,2,2,1,2,White,3,female,381
2,2,1,2,6,2,3,5,2,1,2,1,1,7,1,6,1,6,3,5,1,6,5,7,6,2,4,3,5,4,2,4,5,4,5,4,1,1,1,2,2,2,2,1,2,2,1,1,2,White,1,male,382
1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,7,1,1,7,1,7,1,1,1,4,7,1,1,4,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,White,3,female,383
3,7,4,7,1,5,6,6,7,3,7,5,4,5,6,7,3,7,6,7,6,6,7,6,6,7,5,3,5,6,5,1,5,6,5,6,2,1,1,1,1,1,1,1,1,2,1,1,2,Other,1,female,384
